zip,USAC_Gender,USAC_Age,Road_Cat,Track_Cat, XC_Cat, DH_Cat, OT_Cat, MX_Cat, Cross_Cat
55123,M,13,5,5,3,3,3,3,5
52804,M,30,5,5,3,3,3,3,5
32819,M,41,5,5,3,3,3,3,5
38017,M,18,5,5,3,3,3,3,5
38017,M,23,5,5,3,3,3,3,5
87108,F,35,5,5,3,3,3,3,5
28226,F,55,5,5,3,3,3,3,5
50428,F,21,5,5,3,3,3,3,5
53212,F,26,5,5,3,3,3,3,5
35213,M,53,5,5,3,3,3,3,5
43026,M,50,5,5,3,3,3,3,5
22102,F,19,5,5,3,3,3,3,5
19121,M,35,4,5,3,3,3,3,5
31411,F,13,4,5,3,3,3,3,5
46077,M,13,5,5,3,3,3,3,5
11222,M,28,5,5,3,3,3,3,5
91351,M,38,4,5,3,3,3,3,5
99901,M,71,5,5,3,3,3,3,5
93551,M,48,4,5,3,3,3,3,5
23112,M,50,5,5,1,3,3,3,5
98275,F,57,5,4,3,3,3,3,5
77406,F,39,5,5,3,3,3,3,5
37122,M,37,5,5,3,3,3,3,5
19073,M,14,5,5,3,3,3,3,5
92078,M,31,5,5,2,3,3,3,5
83712,F,23,5,5,2,1,3,2,5
55397,M,50,5,5,3,3,3,3,5
83709,M,27,5,5,3,3,3,3,5
38017,M,15,5,5,3,3,3,3,5
13104,M,14,5,5,3,3,3,3,5
93405,M,22,5,5,3,3,3,3,5
29205,M,18,5,5,3,3,3,3,5
98024,M,15,5,5,3,3,3,3,5
1720,M,53,5,5,3,3,3,3,5
80439,M,41,5,5,3,3,3,3,4
14564,M,49,5,5,3,3,3,3,5
72032,M,13,5,5,3,3,3,3,5
60201,M,45,5,5,3,3,3,3,5
15239,M,13,5,5,3,3,3,3,5
97601,M,40,2,5,3,3,3,3,5
98008,M,46,5,5,3,3,3,3,5
15201,F,31,4,5,2,3,3,3,4
2458,F,17,5,5,3,3,3,3,5
62269,M,49,5,5,3,3,3,3,5
10011,M,30,4,5,3,3,3,3,5
78732,M,40,5,5,3,3,3,3,5
87111,M,61,5,5,3,3,3,3,5
80526,F,21,5,5,3,3,3,3,5
61801,M,29,5,5,3,3,3,3,5
38104,M,38,4,5,3,3,3,3,4
60490,M,45,4,5,3,3,3,3,5
81657,M,14,4,5,3,3,3,3,5
84037,M,56,5,5,3,3,3,3,5
98406,F,22,5,5,3,3,3,3,5
92028,M,49,4,5,3,3,3,3,5
15010,M,36,5,5,3,3,1,3,5
6880,M,22,5,5,3,3,3,3,5
81658,F,17,5,5,3,3,3,3,5
80465,M,15,5,5,3,3,3,3,5
80465,M,46,5,5,3,3,3,3,4
30188,M,18,5,5,2,3,3,3,5
11217,M,30,4,5,3,3,3,3,4
85255,M,48,5,5,3,3,3,3,5
25404,M,46,5,5,3,3,3,3,5
41015,M,16,5,5,3,3,3,3,5
8736,M,29,5,5,3,3,3,3,5
27610,M,41,5,5,3,3,3,3,3
12009,M,37,5,5,3,3,3,3,5
94117,M,54,4,4,3,3,3,3,5
45030,M,30,5,5,3,3,3,3,5
22901,M,29,5,5,3,3,3,3,5
11432,M,17,5,5,3,3,3,3,5
17319,M,35,5,5,3,3,3,3,3
10001,M,25,5,5,3,3,3,3,5
65807,M,22,2,5,1,3,3,3,5
98008,M,13,5,5,3,3,3,3,5
77063,M,11,5,5,3,3,3,3,5
80205,M,50,5,5,3,3,3,3,5
20732,M,25,5,5,3,3,3,3,5
1062,M,14,5,5,3,3,3,3,5
35173,M,18,5,5,1,3,3,3,5
45773,M,22,5,5,3,3,3,3,5
46250,M,23,5,5,3,3,3,3,5
91601,M,16,5,5,3,3,3,3,5
94601,M,31,4,5,3,3,3,3,5
28451,M,24,4,5,3,3,3,3,5
38119,M,38,4,5,3,3,3,3,4
3301,M,59,5,5,3,3,3,3,5
10075,M,24,3,5,3,3,3,3,5
41015,M,22,5,5,3,3,3,3,5
80303,M,21,3,5,3,3,3,3,5
91786,M,18,5,5,3,3,3,3,5
81620,F,35,5,5,3,3,3,3,5
13114,M,44,5,5,3,3,3,3,5
80218,M,43,5,5,3,3,3,3,5
10038,M,53,5,5,3,3,3,3,5
75070,M,52,5,5,3,3,3,3,5
37660,M,15,5,5,3,3,3,3,5
77433,M,11,5,5,3,3,3,3,5
37064,F,60,5,5,3,3,3,3,5
19335,F,49,5,4,3,3,3,3,5
     ,F,31,5,5,3,3,3,3,5
1060,M,32,4,5,2,3,3,3,5
20817,M,53,5,5,3,3,3,3,5
97212,M,38,3,5,3,3,3,3,3
55404,F,26,5,4,3,3,3,3,5
11757,M,53,4,5,3,3,3,3,5
10011,M,29,5,5,3,3,3,3,5
55414,F,32,5,4,3,3,3,3,5
22079,M,54,5,5,3,3,3,3,5
40026,M,51,5,5,3,3,3,3,5
37919,F,27,5,5,3,3,3,3,5
23838,M,19,5,5,3,3,3,3,5
29205,M,16,5,5,3,3,3,3,5
66048,M,39,5,5,3,3,3,3,5
77459,M,35,5,5,3,3,3,3,5
93427,M,26,3,5,3,3,3,3,5
1201,M,40,5,5,3,3,3,3,5
7450,M,17,5,5,3,3,3,3,5
61920,M,45,4,5,3,3,3,3,5
33470,M,34,5,5,3,3,3,3,5
38017,M,12,5,5,3,3,3,3,5
11104,F,30,4,5,3,3,3,3,5
46032,M,26,5,5,3,3,3,3,5
19465,M,59,3,5,3,3,3,3,5
24018,F,15,5,5,2,3,3,3,5
70070,M,54,5,5,3,3,3,3,5
38139,M,51,5,5,3,3,3,3,5
39110,M,31,4,5,3,3,3,3,5
63103,M,35,5,5,3,3,3,3,5
63132,M,50,5,5,3,3,3,3,5
90621,M,21,4,5,3,3,3,3,5
87106,M,55,5,5,3,3,3,3,5
98115,F,31,5,5,3,3,3,3,5
66801,M,18,5,5,3,3,3,3,5
60558,M,40,5,5,3,3,3,3,4
5404,M,25,3,5,3,3,3,3,5
60091,M,11,5,5,3,3,3,3,5
94110,M,38,3,5,3,3,3,3,5
14850,M,31,4,5,3,3,3,3,4
11231,M,51,5,5,3,3,3,3,5
92037,F,23,5,5,3,3,3,3,5
87505,M,44,5,5,1,3,3,3,4
20816,M,10,5,5,3,3,3,3,5
20816,M,49,5,5,3,3,3,3,5
60605,M,18,5,5,3,3,3,3,5
45431,M,21,4,5,3,3,3,3,5
68508,M,26,5,5,3,3,3,3,4
55446,M,25,5,5,3,3,3,3,5
60103,F,52,5,5,3,3,3,3,5
80127,M,40,5,5,3,3,3,3,5
20723,M,15,5,5,3,3,3,3,5
10075,M,51,5,5,3,3,3,3,5
44240,F,56,5,5,3,3,3,3,5
1887,M,30,5,5,3,3,3,3,4
34233,F,46,5,5,3,3,3,3,5
27106,M,10,5,5,3,3,3,3,5
47201,M,23,5,5,3,3,3,3,5
60126,M,59,5,5,3,3,3,3,5
54843,M,66,5,5,3,3,2,3,5
75019,M,19,5,5,3,3,3,3,5
18902,M,14,5,5,3,3,3,3,5
11215,M,26,5,5,3,3,3,3,4
90713,F,11,5,5,3,3,3,3,5
3031,M,47,5,5,3,3,3,3,5
8235,F,50,5,5,3,3,3,3,5
10014,M,25,5,5,3,3,3,3,5
2130,M,27,5,5,3,3,3,3,5
30030,M,32,4,5,3,3,3,3,5
7003,M,13,5,5,3,3,3,3,5
7950,M,28,5,5,3,3,3,3,4
6519,M,54,4,5,3,3,3,3,4
66109,F,13,5,5,3,3,3,3,5
28031,M,17,5,5,1,3,3,3,5
61951,M,45,5,5,2,2,2,2,5
11418,F,11,5,5,3,3,3,3,5
46221,M,46,5,5,3,3,3,3,5
33133,M,31,3,5,2,3,3,3,5
54729,M,27,3,5,3,3,3,3,5
30607,M,34,5,4,3,3,3,3,4
38017,M,13,5,5,3,3,3,3,5
84124,M,35,5,5,3,3,3,3,5
55407,F,55,5,5,3,3,3,3,5
1301,F,12,5,5,3,3,3,3,5
22305,M,30,4,5,3,3,3,3,5
78704,M,29,4,5,3,3,3,3,5
18018,M,14,5,5,3,3,3,3,5
92064,M,62,5,5,3,3,3,3,5
58103,M,33,5,5,3,3,3,3,5
80303,F,25,5,5,3,3,3,3,5
94404,M,38,5,5,3,3,3,3,5
60565,M,49,5,5,3,3,3,3,5
32424,M,42,5,5,3,3,3,3,5
49426,M,26,5,5,3,3,3,3,5
10968,F,12,4,4,2,3,3,3,4
55405,M,27,5,5,3,3,3,3,5
80621,F,23,5,5,3,3,3,3,5
76657,M,31,4,5,3,3,3,3,4
78746,M,14,4,5,3,3,3,3,5
13073,M,19,5,5,3,3,3,3,5
34238,M,44,5,5,3,3,3,3,5
20815,M,51,5,5,3,3,3,3,4
4849,M,18,5,5,3,3,3,3,5
37919,M,57,5,5,3,3,3,3,5
80304,M,16,5,5,3,3,3,3,5
10028,M,18,5,5,3,3,3,3,5
89436,M,50,5,5,2,2,3,2,5
30084,M,16,5,5,3,3,3,3,5
39110,F,50,4,5,3,3,3,3,5
60622,M,34,5,5,3,3,3,3,5
43081,M,32,4,5,3,3,3,3,5
43133,M,31,5,5,3,3,3,3,5
84065,M,14,5,5,3,3,3,3,5
84032,M,9,5,5,3,3,3,3,5
84065,M,13,5,5,3,3,3,3,5
84065,M,10,5,5,3,3,3,3,5
75214,M,35,5,5,3,3,3,3,5
34787,F,43,5,5,3,3,3,3,5
66218,M,18,5,5,3,3,3,3,5
87116,M,37,5,5,3,3,3,3,5
61705,M,54,5,5,3,3,3,3,5
21228,M,13,5,5,3,3,3,3,5
19529,M,35,5,5,3,3,3,3,5
66109,M,25,5,5,3,3,3,3,5
22180,M,55,5,5,3,3,3,3,5
60654,M,41,5,5,3,3,3,3,5
21794,M,18,5,5,3,3,3,3,5
20874,M,35,5,5,3,3,3,3,5
33133,M,27,5,5,3,3,3,3,5
23452,M,35,5,5,3,3,3,3,4
49426,M,20,5,5,3,3,3,3,5
53574,M,30,5,5,3,3,3,3,5
87401,M,15,5,5,3,3,3,3,5
21093,M,12,5,5,3,3,3,3,5
21157,F,9,5,5,3,3,3,3,5
23188,M,47,5,5,2,3,3,3,5
20852,M,9,5,5,3,3,3,3,5
7882,M,41,5,5,3,3,3,3,5
90710,M,43,5,5,3,3,3,3,5
91710,M,31,5,5,3,3,3,3,5
21131,F,44,5,5,3,3,3,3,3
92119,M,14,5,5,3,3,3,3,5
21043,M,14,5,5,3,3,3,3,5
44145,M,41,5,5,3,3,3,3,4
29205,F,14,5,5,3,3,3,3,5
84041,F,28,5,5,3,3,3,3,5
83703,M,48,5,5,3,3,3,3,5
55443,M,33,5,5,3,3,3,3,4
87110,M,39,5,5,3,3,3,3,5
64113,F,41,4,5,3,3,3,3,5
78704,M,26,5,5,3,3,3,3,5
49506,M,47,5,5,3,3,3,3,5
74820,M,66,5,5,3,3,3,3,5
80304,F,27,5,4,3,3,3,3,5
19102,M,18,5,5,3,3,3,3,5
19102,M,18,5,5,3,3,3,3,5
19102,M,18,5,5,3,3,3,3,5
19102,M,17,5,5,3,3,3,3,5
19102,M,17,5,5,3,3,3,3,5
15044,M,18,5,5,3,3,3,3,5
53704,F,45,5,5,3,3,3,3,5
19438,M,38,4,5,3,3,3,3,5
30022,M,62,5,5,3,3,3,3,3
75087,M,37,4,5,3,3,3,3,5
60089,F,39,4,4,3,3,3,3,4
98077,M,22,5,5,3,3,3,3,5
94103,M,27,5,5,3,3,3,3,5
81007,F,28,5,3,3,3,3,3,5
2138,M,50,3,5,3,3,3,3,5
34202,M,57,5,5,3,3,3,3,5
48236,M,29,5,5,3,3,3,3,5
34110,M,53,5,5,3,3,3,3,5
18074,M,39,5,5,3,3,3,3,5
19312,M,44,5,5,3,3,3,3,4
49504,M,28,5,5,3,3,3,3,5
38135,M,44,5,5,3,3,3,3,5
36535,M,28,5,5,3,3,3,3,5
15101,M,52,5,5,3,3,3,3,5
80302,F,41,5,5,3,3,3,3,5
55016,M,35,4,5,3,3,3,3,4
55016,F,33,4,5,3,3,3,3,3
19003,M,57,5,5,3,3,3,3,5
84107,M,38,5,5,3,3,3,3,5
19118,M,17,4,5,3,3,3,3,5
76549,M,51,5,5,3,3,3,3,5
54742,F,15,4,4,3,3,3,3,4
36330,F,11,5,5,3,3,3,3,5
80205,M,32,5,4,3,3,3,3,5
98072,M,23,5,4,3,3,3,3,5
23464,M,18,5,5,3,3,3,3,5
98105,M,42,5,5,3,3,3,3,5
80457,M,50,5,4,3,3,3,3,5
80205,F,30,5,4,3,3,3,3,5
19382,M,55,4,5,3,3,3,3,5
19428,M,43,4,5,3,3,3,3,5
50266,M,47,5,5,3,3,3,3,5
74014,M,57,5,5,3,3,3,3,5
54911,M,37,4,5,3,3,3,3,5
43609,M,20,5,5,3,3,3,3,5
60625,M,28,4,5,3,3,3,3,5
45040,F,10,5,5,3,3,3,3,5
23462,M,47,4,5,3,3,3,3,5
10003,M,27,5,5,3,3,3,3,5
55112,M,49,4,4,3,3,3,3,4
75214,M,40,5,5,3,3,3,3,5
8096,M,27,4,5,3,3,3,3,5
37312,M,18,5,5,3,3,3,3,5
34231,M,18,5,5,3,3,3,3,5
53066,M,32,5,5,3,3,3,3,5
22303,M,32,4,5,3,3,3,3,4
22201,M,33,5,5,3,3,3,3,5
32812,M,23,4,5,3,3,3,3,5
7003,F,49,5,5,3,3,3,3,5
6840,M,18,5,5,3,3,3,3,5
95630,F,33,5,5,3,3,3,3,5
98103,M,34,5,5,3,3,3,3,5
98105,M,27,5,5,3,3,3,3,5
14216,M,24,5,5,3,3,3,3,5
84003,M,43,4,5,3,3,3,3,5
97202,M,13,5,5,3,3,3,3,5
50309,M,29,4,5,3,3,3,3,5
81007,M,50,4,4,3,3,3,3,5
23464,M,37,4,5,3,3,3,3,5
50158,M,15,5,5,3,3,3,3,5
84037,M,39,5,5,3,3,3,3,5
68046,M,15,5,5,3,3,3,3,5
16156,F,35,5,5,3,3,3,3,5
60625,F,10,5,5,3,3,3,3,5
5408,M,36,4,5,3,3,3,3,5
1060,M,29,5,5,3,3,3,3,5
80013,M,27,3,5,3,3,3,3,5
60647,F,44,5,5,3,3,3,3,5
19446,M,42,5,5,3,3,3,3,5
28205,M,33,5,5,3,3,3,3,5
97031,M,16,5,5,3,3,3,3,5
35811,M,35,5,5,3,3,3,3,5
46077,M,22,5,5,3,3,3,3,5
53593,M,13,5,5,3,3,3,3,5
80127,M,55,5,5,3,3,3,3,4
98225,M,13,5,4,3,3,3,3,5
83404,F,53,5,5,3,3,3,3,5
37920,M,48,5,5,3,3,3,3,5
64064,M,46,4,4,3,3,3,3,5
20105,M,40,5,5,3,3,3,3,5
55107,M,39,5,5,3,3,3,3,5
81435,F,46,5,5,3,3,3,3,5
60605,M,40,5,5,3,3,3,3,5
27526,F,36,5,5,3,3,3,3,5
66227,M,56,5,5,3,3,3,3,5
90065,M,13,5,5,3,3,3,3,5
90065,M,53,5,5,3,3,3,3,5
11238,M,33,4,5,3,3,3,3,5
57108,M,53,5,5,3,3,3,3,5
11215,M,55,5,5,3,3,3,3,5
84020,F,34,5,5,3,3,3,3,5
19102,M,15,5,5,3,3,3,3,5
30523,M,24,3,3,3,3,3,3,4
85203,M,60,5,5,3,3,3,3,5
36571,M,71,5,5,3,3,3,3,5
22307,M,29,5,5,3,3,3,3,4
7052,M,26,5,5,3,3,3,3,3
3304,M,48,5,5,3,3,3,3,5
60613,F,46,5,5,3,3,3,3,4
8720,M,29,5,5,3,3,3,3,5
46077,M,33,5,5,3,3,3,3,4
80113,M,40,5,5,3,3,3,3,5
97201,F,13,5,5,3,3,3,3,5
94534,M,37,5,5,3,3,3,3,5
80122,M,47,5,5,3,3,3,3,5
48114,M,14,4,5,3,3,3,3,5
11237,F,30,5,5,3,3,3,3,5
18049,F,30,5,5,2,3,3,3,5
11949,M,43,4,5,3,3,3,3,5
23188,F,52,4,5,3,3,3,3,5
18104,F,56,5,5,3,3,3,3,5
2474,M,42,5,5,3,3,3,3,5
91709,M,22,5,5,3,3,3,3,5
     ,F,37,5,5,3,3,3,3,5
76354,M,31,5,5,2,3,3,3,5
37027,M,33,5,5,3,3,3,3,5
37363,M,18,4,5,3,3,3,3,5
70124,M,17,5,5,3,3,3,3,5
28001,M,32,5,5,3,3,3,3,5
14052,M,32,4,5,3,3,3,3,3
6357,M,30,5,5,3,3,3,3,5
77055,F,56,5,4,3,3,3,3,5
23112,M,31,5,5,3,3,3,3,5
48189,M,30,5,5,3,3,3,3,5
35803,M,15,5,5,2,3,3,3,5
74136,M,34,5,5,3,3,3,3,5
78704,M,52,5,5,3,3,3,3,5
67401,M,46,5,5,3,3,3,3,5
92120,M,34,4,5,3,3,3,3,5
80204,M,42,4,5,3,3,3,3,5
46220,M,31,5,5,3,3,3,3,4
7825,F,65,5,5,3,3,3,3,5
80122,M,8,5,5,3,3,3,3,5
37042,M,44,5,5,3,3,3,3,5
79109,M,23,5,5,3,3,3,3,5
29715,M,48,5,5,3,3,3,3,5
10463,F,46,5,5,3,3,3,3,5
73170,M,36,5,5,3,3,3,3,5
86049,M,35,5,5,3,3,3,3,5
28036,M,47,5,5,3,3,3,3,5
1583,M,36,5,5,3,3,3,3,5
44805,M,34,5,5,3,3,3,3,5
67579,F,29,5,5,3,3,3,3,5
21740,F,15,5,5,3,3,3,3,5
78749,M,45,5,5,2,3,3,3,4
23322,M,40,5,5,3,3,3,3,5
46077,M,14,5,5,3,3,3,3,5
20011,M,11,5,5,3,3,3,3,5
48047,M,57,5,5,3,3,3,3,5
80220,M,36,4,5,3,3,3,3,5
28209,M,14,5,5,3,3,3,3,5
28209,M,46,5,5,3,3,3,3,5
42003,M,29,5,5,3,3,3,3,5
     ,M,25,5,5,3,3,3,3,5
1503,M,57,5,5,3,3,3,3,4
1541,F,44,5,5,3,3,3,3,5
80910,M,49,4,5,3,3,3,3,5
46222,M,20,1,1,3,3,3,3,5
86406,M,22,5,5,1,2,2,2,5
80026,M,52,5,5,3,3,3,3,5
16870,F,48,5,5,3,3,3,3,5
1566,M,46,5,5,3,3,3,3,5
78703,F,29,4,5,3,3,3,3,5
80439,M,21,5,5,3,3,3,3,5
84009,M,59,5,5,3,3,3,3,5
60610,F,65,5,5,3,3,3,3,5
78704,F,38,5,5,3,3,3,3,4
98166,M,38,5,5,3,3,3,3,5
36830,M,18,5,5,3,3,3,3,5
36830,M,16,5,5,3,3,3,3,5
37027,M,10,5,5,3,3,3,3,5
94568,M,12,5,5,3,3,3,3,5
61822,M,36,4,5,3,3,3,3,5
50702,M,32,5,5,3,3,3,3,5
6415,M,26,4,5,3,3,3,3,5
20001,M,41,5,5,3,3,3,3,5
40390,M,17,5,5,2,3,3,3,5
53715,M,17,5,5,3,3,3,3,5
50010,M,39,5,5,3,3,3,3,5
80007,M,8,5,5,3,3,3,3,5
10032,F,27,5,5,3,3,3,3,5
10032,M,28,5,5,3,3,3,3,5
80205,M,29,5,5,3,3,3,3,5
43015,F,27,5,5,3,3,3,3,4
20910,M,12,5,5,3,3,3,3,5
20910,M,35,5,5,3,3,3,3,5
43123,M,37,5,5,3,3,3,3,5
60203,F,15,5,5,3,3,3,3,5
28782,M,19,5,5,3,3,3,3,5
6119,M,9,5,5,3,3,3,3,5
1886,F,50,5,5,3,3,3,3,5
60056,F,9,5,5,3,3,3,3,5
80227,M,14,5,5,3,3,3,3,5
55082,M,50,5,5,3,3,3,3,5
92373,M,15,4,5,3,3,3,3,5
1740,M,50,5,5,3,3,3,3,5
48207,M,41,5,5,3,3,3,3,5
48207,F,41,5,5,3,3,3,3,5
80022,M,45,5,5,3,3,3,3,5
87505,F,35,4,5,3,3,3,3,5
45242,M,14,5,5,3,3,3,3,5
80910,M,42,5,5,3,3,3,3,5
47906,M,23,4,5,3,3,3,3,5
50023,F,47,5,5,3,3,3,3,5
47384,M,27,5,5,3,3,3,3,5
80126,F,19,4,5,3,3,3,3,5
18229,F,51,5,5,3,3,3,3,5
55407,M,33,5,4,3,3,3,3,5
80841,M,22,4,4,3,3,3,3,5
60467,M,11,5,5,3,3,3,3,5
21211,M,31,5,5,3,3,3,3,5
60660,F,25,5,5,3,3,3,3,4
66211,M,34,5,5,3,3,3,3,5
46032,M,15,5,5,3,3,3,3,5
78619,M,57,5,5,3,3,3,3,5
53207,M,42,5,5,3,3,3,3,4
46234,F,14,5,5,3,3,3,3,4
48072,M,12,5,5,3,3,3,3,5
12486,M,61,5,5,3,3,3,3,4
80227,M,45,5,5,3,3,3,3,5
18040,M,10,5,5,3,3,3,3,5
2138,M,42,5,5,3,3,3,3,4
63116,M,30,5,5,3,3,3,3,5
75360,M,46,5,5,3,3,3,3,5
27519,M,9,5,5,3,3,3,3,5
30523,F,19,5,5,3,3,3,3,5
80211,F,48,5,5,3,3,3,3,5
73150,M,18,5,5,3,3,3,3,5
6488,M,45,5,5,3,3,3,3,5
11935,M,33,4,5,3,3,3,3,5
45223,M,62,5,5,3,3,3,3,5
60091,M,40,5,5,3,3,3,3,4
21228,M,17,5,5,3,3,3,3,5
43119,F,22,5,3,3,3,3,3,5
12804,M,24,5,5,3,3,3,3,4
60616,M,35,5,5,3,3,3,3,4
99567,M,64,5,5,3,3,3,3,5
55129,M,33,5,5,3,3,3,3,5
53215,F,37,5,5,3,3,3,3,3
98012,M,14,5,5,3,3,3,3,5
73501,M,50,5,5,3,3,3,3,5
75225,M,48,4,5,3,3,3,3,5
36830,F,20,5,5,3,3,3,3,5
38017,M,15,5,5,3,3,3,3,5
35210,M,44,4,5,3,3,3,3,5
38139,M,26,5,5,3,3,3,3,5
53213,M,27,5,5,3,3,3,3,4
38002,F,42,5,5,3,3,3,3,5
19073,F,47,5,5,3,3,3,3,5
2532,F,51,5,5,3,3,3,3,5
19073,F,11,5,5,3,3,3,3,5
79906,M,36,5,5,2,2,3,2,5
77002,M,43,5,5,3,3,3,3,5
53590,M,15,5,5,3,3,3,3,5
48858,M,27,5,5,3,3,3,3,5
74075,M,16,5,5,3,3,3,3,5
74075,M,47,5,5,3,3,3,3,5
38134,F,33,5,5,3,3,3,3,5
98503,M,32,5,5,3,3,3,3,5
37865,M,26,5,5,3,3,3,3,5
55129,M,22,5,5,3,3,3,3,5
28604,M,20,2,5,1,2,3,2,2
80112,M,12,5,5,3,3,3,3,5
78739,M,10,5,5,3,3,3,3,5
84101,M,30,5,5,3,3,3,3,5
21286,F,11,5,5,3,3,3,3,5
46818,M,63,5,5,3,3,3,3,5
94517,F,15,5,5,3,3,3,3,5
6238,F,30,3,5,3,3,3,3,5
97212,M,27,5,2,3,3,3,3,5
43081,M,46,5,5,3,3,3,3,4
45066,M,55,5,5,3,3,3,3,5
60013,M,42,5,5,3,3,3,3,4
98012,F,52,5,5,2,3,3,3,5
45152,F,14,5,5,3,3,3,3,5
81147,M,64,5,5,3,3,3,3,5
80126,F,54,5,5,3,3,3,3,5
42301,M,32,5,5,3,3,3,3,4
62034,M,49,5,5,3,3,3,3,5
46250,M,11,5,5,3,3,3,3,5
46250,M,44,5,5,3,3,3,3,5
1864,M,10,5,5,3,3,3,3,5
49460,F,13,5,5,3,3,3,3,5
     ,M,15,5,5,3,3,3,3,5
78006,M,46,5,5,3,3,3,3,5
45040,M,42,5,5,3,3,3,3,5
66208,M,10,5,5,3,3,3,3,5
46055,M,61,5,5,3,3,3,3,5
19341,M,45,5,5,3,3,3,3,5
45208,F,9,5,5,3,3,3,3,5
76549,M,52,5,5,3,3,3,3,5
1915,F,26,5,5,3,3,3,3,5
46236,F,59,5,5,3,3,3,3,5
21211,M,33,5,5,3,3,3,3,4
75231,M,33,4,5,3,3,3,3,5
76132,F,42,5,5,3,3,3,3,5
20781,F,14,5,5,3,3,3,3,5
72712,M,32,5,5,2,3,3,3,5
43571,M,15,5,5,3,3,3,3,5
22207,M,11,5,5,3,3,3,3,5
73072,F,35,4,4,3,3,3,3,4
73150,M,35,3,5,3,3,3,3,4
81403,M,18,5,5,3,3,3,3,5
     ,M,22,5,3,3,3,3,3,5
8053,M,61,5,5,1,3,3,3,4
34208,M,50,5,5,3,3,3,3,5
45042,M,36,5,5,3,3,3,3,5
45014,M,15,5,5,3,3,3,3,5
78209,M,41,5,5,3,3,3,3,5
60061,M,41,5,5,3,3,3,3,5
33458,M,47,5,5,2,3,3,3,5
48103,M,33,5,5,3,3,3,3,5
18103,M,43,5,5,3,3,3,3,5
80218,M,31,5,5,3,3,3,3,4
48103,M,35,5,5,3,3,3,3,5
98020,M,49,5,5,3,3,3,3,5
10005,M,26,2,5,3,3,3,3,5
94025,M,75,5,5,3,3,3,3,5
50021,M,25,5,5,3,3,3,3,5
52241,M,38,5,5,3,3,3,3,5
53704,M,39,5,5,3,3,3,3,5
80501,F,31,5,5,3,3,3,3,5
52247,M,48,5,5,3,3,3,3,5
78702,M,34,5,5,3,3,3,3,5
92067,M,56,5,5,3,3,3,3,5
15201,M,31,5,5,3,2,3,3,5
48316,M,37,5,3,3,3,3,3,5
80027,F,13,5,5,3,3,3,3,5
75165,M,36,4,5,3,3,3,3,5
49546,F,12,5,5,3,3,3,3,5
53717,M,29,5,5,3,3,3,3,5
73156,M,30,5,5,2,3,3,3,5
64078,F,35,4,5,3,3,3,3,5
19147,M,46,5,5,3,3,3,3,5
33029,M,52,5,5,3,3,3,3,5
80026,M,48,4,5,3,3,3,3,4
78205,M,43,4,5,3,3,3,3,5
52246,F,33,5,5,3,3,3,3,5
44107,M,12,5,5,3,3,3,3,5
44107,M,48,5,5,3,3,3,3,4
10467,M,17,5,5,3,3,3,3,5
80128,M,45,5,5,3,3,3,3,4
78704,M,23,5,5,3,3,3,3,5
60153,M,38,5,5,3,3,3,3,5
78704,M,41,5,5,3,3,3,3,5
53716,F,30,5,5,3,3,3,3,5
62864,M,47,5,5,3,3,3,3,5
62864,F,43,5,5,3,3,3,3,5
12043,M,16,5,5,3,3,3,3,4
12043,M,49,5,5,3,3,3,3,4
6359,M,52,5,5,3,3,3,3,5
20878,F,12,5,5,3,3,3,3,5
27610,M,15,5,5,3,3,3,3,5
77494,M,47,5,5,3,3,3,3,5
95060,M,66,5,5,3,3,3,3,5
98065,M,15,5,5,1,3,3,3,3
98024,M,13,5,5,3,3,3,3,5
94086,F,11,5,5,3,3,3,3,4
8053,M,54,5,5,3,3,3,3,5
21228,M,9,5,5,3,3,3,3,5
98103,F,29,5,5,3,3,3,3,5
75071,M,42,4,5,3,3,3,3,5
92110,M,14,5,5,3,3,3,3,5
91320,M,16,5,5,3,3,3,3,5
62035,M,39,5,5,3,3,3,3,5
64114,F,28,5,5,3,3,3,3,4
70769,M,35,5,5,3,3,3,3,5
27510,M,11,5,5,3,3,3,3,5
1088,M,52,5,5,3,3,3,3,5
77433,M,14,5,5,3,3,3,3,5
98092,F,26,5,5,3,3,3,3,5
13904,M,14,5,5,3,3,3,3,5
13904,M,42,4,5,3,3,3,3,5
76179,M,34,5,5,3,3,3,3,5
2889,M,23,5,5,3,3,3,3,5
45040,M,16,5,5,3,3,3,3,3
43204,F,32,5,5,3,3,3,3,4
16037,M,44,5,5,3,3,3,3,5
81230,M,20,5,5,3,3,3,3,5
45230,M,11,5,5,3,3,3,3,5
6092,F,14,4,4,3,3,3,3,4
95746,M,52,5,5,3,3,3,3,5
80303,M,59,5,5,3,3,3,3,5
66046,F,44,4,4,3,3,3,3,4
81631,F,19,5,5,3,3,3,3,5
72718,M,16,5,5,3,3,3,3,5
77479,M,44,4,5,3,3,3,3,5
28742,M,41,5,5,3,3,3,3,5
21210,M,9,5,5,3,3,3,3,5
60558,F,12,5,5,3,3,3,3,4
14033,M,12,5,5,3,3,3,3,5
21228,M,12,5,5,3,3,3,3,5
60013,M,9,5,5,3,3,3,3,5
46077,M,13,5,5,3,3,3,3,5
46321,M,14,5,5,3,3,3,3,5
60622,F,32,5,5,3,3,3,3,4
96815,M,52,5,5,3,3,3,3,5
20850,M,28,4,5,3,3,3,3,5
94605,M,12,5,5,3,3,3,3,5
